control_number,species_code,taxa,class,genus,species,subspecies,specific_name,generic_name,description,quantity,unit,value,country_origin,country_imp_exp,purpose,source,action,disposition,disposition_date,disposition_year,shipment_date,shipment_year,import_export,port,us_co,foreign_co,cleaning_notes
2015786810,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LEG,19749,KG,NA,CN,CN,T,W,C,C,2015-12-31T00:00:00Z,2015,2016-01-03T00:00:00Z,2016,I,LA,NA,NA,NA
2015786886,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LEG,18800,KG,NA,CN,CN,T,W,C,C,2015-12-31T00:00:00Z,2015,2016-01-04T00:00:00Z,2016,I,LA,NA,NA,NA
2016787095,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,675,NO,NA,SG,SG,T,W,C,C,2016-01-02T00:00:00Z,2016,2016-01-02T00:00:00Z,2016,I,LA,NA,NA,NA
2016787118,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,1950,NO,NA,ID,ID,T,C,C,C,2016-01-03T00:00:00Z,2016,2016-01-03T00:00:00Z,2016,I,LA,NA,NA,NA
2016787118,LICA,amphibian,Amphibia,Litoria,caerulea,NA,WHITE'S TREE,FROG,LIV,25,NO,NA,ID,ID,T,C,C,C,2016-01-03T00:00:00Z,2016,2016-01-03T00:00:00Z,2016,I,LA,NA,NA,NA
2016787119,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,625,NO,NA,ID,ID,T,C,C,C,2016-01-03T00:00:00Z,2016,2016-01-03T00:00:00Z,2016,I,LA,NA,NA,NA
2016787119,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,1000,NO,NA,ID,ID,T,C,C,C,2016-01-03T00:00:00Z,2016,2016-01-03T00:00:00Z,2016,I,LA,NA,NA,NA
2016787138,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,9000,KG,NA,TW,TW,T,R,C,C,2016-01-03T00:00:00Z,2016,2016-01-04T00:00:00Z,2016,I,LA,NA,NA,NA
2016787148,BUME,amphibian,Amphibia,Bufo,melanostictus,NA,BLACK-SPINED,TOAD,LIV,36,NO,NA,VN,VN,T,W,C,C,2016-01-03T00:00:00Z,2016,2016-01-03T00:00:00Z,2016,I,LA,NA,NA,NA
2016787148,KALO,amphibian,Amphibia,Kaloula,pulchra,NA,ASIATIC PAINTED,FROG,LIV,36,NO,NA,VN,VN,T,W,C,C,2016-01-03T00:00:00Z,2016,2016-01-03T00:00:00Z,2016,I,LA,NA,NA,NA
2016787194,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,125,NO,NA,SG,SG,T,W,C,C,2016-01-03T00:00:00Z,2016,2016-01-03T00:00:00Z,2016,I,LA,NA,NA,NA
2016787200,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,1800,NO,NA,SG,SG,T,W,C,C,2016-01-03T00:00:00Z,2016,2016-01-03T00:00:00Z,2016,I,CH,NA,NA,NA
2016787395,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LEG,17706,KG,NA,CN,CN,T,C,C,C,2016-01-04T00:00:00Z,2016,2016-01-11T00:00:00Z,2016,I,LA,NA,NA,NA
2016787756,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LEG,17680,KG,NA,CN,CN,T,C,C,C,2016-01-04T00:00:00Z,2016,2016-01-04T00:00:00Z,2016,I,LA,NA,NA,NA
2016787875,XELA,amphibian,Amphibia,Xenopus,laevis,NA,AFRICAN CLAWED,FROG,LIV,500,NO,NA,HK,HK,T,C,C,C,2016-01-05T00:00:00Z,2016,2016-01-05T00:00:00Z,2016,I,AT,NA,NA,NA
2016788224,XELA,amphibian,Amphibia,Xenopus,laevis,NA,AFRICAN CLAWED,FROG,LIV,450,NO,NA,HK,HK,T,C,C,C,2016-01-05T00:00:00Z,2016,2016-01-03T00:00:00Z,2016,I,NY,NA,NA,NA
2016788310,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,BOD,200,NO,NA,CN,CN,T,W,C,C,2015-01-05T00:00:00Z,2015,2016-01-04T00:00:00Z,2016,I,SF,NA,NA,NA
2016788310,RARU,amphibian,Amphibia,Rana,rugulosa,NA,CHINESE EDIBLE,FROG,SPE,40,NO,NA,CN,CN,T,W,C,C,2015-01-05T00:00:00Z,2015,2016-01-04T00:00:00Z,2016,I,SF,NA,NA,NA
2016788384,HYMB,amphibian,Amphibia,Hymenochirus,boettgeri,NA,ZAIRE DWARF CLAWED,FROG,LIV,200,NO,NA,ID,ID,T,C,C,C,2016-01-05T00:00:00Z,2016,2016-01-02T00:00:00Z,2016,I,NY,NA,NA,NA
2016788667,LICA,amphibian,Amphibia,Litoria,caerulea,NA,WHITE'S TREE,FROG,LIV,100,NO,NA,DE,DE,T,C,C,C,2016-01-06T00:00:00Z,2016,2016-01-05T00:00:00Z,2016,I,MI,NA,NA,NA
2016788667,CEAU,amphibian,Amphibia,Ceratophrys,aurita,NA,BRAZILIAN HORNED,FROG,LIV,12,NO,NA,DE,DE,T,C,C,C,2016-01-06T00:00:00Z,2016,2016-01-05T00:00:00Z,2016,I,MI,NA,NA,NA
2016788683,HMRM,amphibian,Amphibia,Hyla,marmorata,NA,MARBLED TREE,FROG,LIV,48,NO,NA,SR,SR,T,W,C,C,2016-01-06T00:00:00Z,2016,2016-01-06T00:00:00Z,2016,I,MI,NA,NA,NA
2016788683,HLCP,amphibian,Amphibia,Hyla,leucophyllata,NA,BEIREIS' TREE,FROG,LIV,202,NO,NA,SR,SR,T,W,C,C,2016-01-06T00:00:00Z,2016,2016-01-06T00:00:00Z,2016,I,MI,NA,NA,NA
2016788790,LICA,amphibian,Amphibia,Litoria,caerulea,NA,WHITE'S TREE,FROG,LIV,120,NO,NA,ID,ID,T,W,C,C,2016-01-06T00:00:00Z,2016,2016-01-06T00:00:00Z,2016,I,LA,NA,NA,NA
2016788790,LIRU,amphibian,Amphibia,Litoria,rubella,NA,DESERT TREE,FROG,LIV,30,NO,NA,ID,ID,T,W,C,C,2016-01-06T00:00:00Z,2016,2016-01-06T00:00:00Z,2016,I,LA,NA,NA,NA
2016788823,RLEU,amphibian,Amphibia,Rhacophorus,leucomystax,NA,FLYING,FROG,LIV,30,NO,NA,VN,VN,T,W,C,C,2016-01-06T00:00:00Z,2016,2016-01-06T00:00:00Z,2016,I,MI,NA,NA,NA
2016788823,MICP,amphibian,Amphibia,Microhyla,pulchra,NA,GUANGDONG RICE,FROG,LIV,40,NO,NA,VN,VN,T,W,C,C,2016-01-06T00:00:00Z,2016,2016-01-06T00:00:00Z,2016,I,MI,NA,NA,NA
2016788823,KALO,amphibian,Amphibia,Kaloula,pulchra,NA,ASIATIC PAINTED,FROG,LIV,30,NO,NA,VN,VN,T,W,C,C,2016-01-06T00:00:00Z,2016,2016-01-06T00:00:00Z,2016,I,MI,NA,NA,NA
2016788823,RAER,amphibian,Amphibia,Rana,erythraea,NA,RED-EARED,FROG,LIV,30,NO,NA,VN,VN,T,W,C,C,2016-01-06T00:00:00Z,2016,2016-01-06T00:00:00Z,2016,I,MI,NA,NA,NA
2016788834,CECN,amphibian,Amphibia,Ceratophrys,cornuta,NA,SURINAM HORNED,FROG,LIV,53,NO,NA,SR,SR,T,W,C,C,2016-01-06T00:00:00Z,2016,2016-01-06T00:00:00Z,2016,I,MI,NA,NA,NA
2016788834,HLCP,amphibian,Amphibia,Hyla,leucophyllata,NA,BEIREIS' TREE,FROG,LIV,150,NO,NA,SR,SR,T,W,C,C,2016-01-06T00:00:00Z,2016,2016-01-06T00:00:00Z,2016,I,MI,NA,NA,NA
2016788834,PHHP,amphibian,Amphibia,Phyllomedusa,hypocondrialis,NA,ORANGE-LEGGED LEAF,FROG,LIV,205,NO,NA,SR,SR,T,W,C,C,2016-01-06T00:00:00Z,2016,2016-01-06T00:00:00Z,2016,I,MI,NA,NA,NA
2016788834,PPIP,amphibian,Amphibia,Pipa,pipa,NA,SURINAM,TOAD,LIV,77,NO,NA,SR,SR,T,W,C,C,2016-01-06T00:00:00Z,2016,2016-01-06T00:00:00Z,2016,I,MI,NA,NA,NA
2016788834,HMRM,amphibian,Amphibia,Hyla,marmorata,NA,MARBLED TREE,FROG,LIV,100,NO,NA,SR,SR,T,W,C,C,2016-01-06T00:00:00Z,2016,2016-01-06T00:00:00Z,2016,I,MI,NA,NA,NA
2016788834,PHBC,amphibian,Amphibia,Phyllomedusa,bicolor,NA,GIANT MONKEY,FROG,LIV,23,NO,NA,SR,SR,T,W,C,C,2016-01-06T00:00:00Z,2016,2016-01-06T00:00:00Z,2016,I,MI,NA,NA,NA
2016788840,ATSM,amphibian,Amphibia,Atelopus,spumarius,NA,PEBAS STUBFOOT,TOAD,LIV,35,NO,NA,SR,SR,T,W,C,C,2016-01-06T00:00:00Z,2016,2016-01-06T00:00:00Z,2016,I,MI,NA,NA,NA
2016788840,BUGU,amphibian,Amphibia,Bufo,guttatus,NA,SPOTTED,TOAD,LIV,30,NO,NA,SR,SR,T,W,C,C,2016-01-06T00:00:00Z,2016,2016-01-06T00:00:00Z,2016,I,MI,NA,NA,NA
2016788840,PHHP,amphibian,Amphibia,Phyllomedusa,hypocondrialis,NA,ORANGE-LEGGED LEAF,FROG,LIV,32,NO,NA,SR,SR,T,W,C,C,2016-01-06T00:00:00Z,2016,2016-01-06T00:00:00Z,2016,I,MI,NA,NA,NA
2016788840,PHBC,amphibian,Amphibia,Phyllomedusa,bicolor,NA,GIANT MONKEY,FROG,LIV,3,NO,NA,SR,SR,T,W,C,C,2016-01-06T00:00:00Z,2016,2016-01-06T00:00:00Z,2016,I,MI,NA,NA,NA
2016788840,PHTO,amphibian,Amphibia,Phyllomedusa,tomopterna,NA,TIGER-STRIPED LEAF,FROG,LIV,5,NO,NA,SR,SR,T,W,C,C,2016-01-06T00:00:00Z,2016,2016-01-06T00:00:00Z,2016,I,MI,NA,NA,NA
2016788840,HLCP,amphibian,Amphibia,Hyla,leucophyllata,NA,BEIREIS' TREE,FROG,LIV,100,NO,NA,SR,SR,T,W,C,C,2016-01-06T00:00:00Z,2016,2016-01-06T00:00:00Z,2016,I,MI,NA,NA,NA
2016788840,PPIP,amphibian,Amphibia,Pipa,pipa,NA,SURINAM,TOAD,LIV,60,NO,NA,SR,SR,T,W,C,C,2016-01-06T00:00:00Z,2016,2016-01-06T00:00:00Z,2016,I,MI,NA,NA,NA
2016788945,XELA,amphibian,Amphibia,Xenopus,laevis,NA,AFRICAN CLAWED,FROG,LIV,1000,NO,NA,CN,HK,T,C,C,C,2016-01-06T00:00:00Z,2016,2016-01-07T00:00:00Z,2016,I,TP,NA,NA,NA
2016789585,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,360,NO,NA,HK,HK,T,W,C,C,2016-01-07T00:00:00Z,2016,2016-01-07T00:00:00Z,2016,I,CH,NA,NA,NA
2016789755,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,3344,NO,NA,EC,EC,T,C,C,C,2016-01-07T00:00:00Z,2016,2016-01-01T00:00:00Z,2016,I,NY,NA,NA,NA
2016789963,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,3976,NO,NA,EC,EC,T,C,C,C,2016-01-08T00:00:00Z,2016,2016-01-08T00:00:00Z,2016,I,NY,NA,NA,NA
2016789974,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,400,NO,NA,SG,SG,T,C,C,C,2016-01-08T00:00:00Z,2016,2016-01-08T00:00:00Z,2016,I,NY,NA,NA,NA
2016790208,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LEG,19749,KG,NA,CN,CN,T,W,C,C,2016-01-08T00:00:00Z,2016,2016-01-11T00:00:00Z,2016,I,LA,NA,NA,NA
2016790369,HRL?,amphibian,Amphibia,Hyperolius,sp.,NA,REED,FROG,LIV,50,NO,NA,CM,CM,T,W,C,C,2016-01-08T00:00:00Z,2016,2016-01-08T00:00:00Z,2016,I,MI,NA,NA,NA
2016790369,NONA,amphibian,Amphibia,Non-CITES entry,NA,NA,NA,AMPHIBIANS,LIV,60,NO,NA,CM,CM,T,W,C,C,2016-01-08T00:00:00Z,2016,2016-01-08T00:00:00Z,2016,I,MI,NA,NA,NA
2016790369,TRRO,amphibian,Amphibia,Trichobatrachus,robustus,NA,HAIRY,FROG,LIV,50,NO,NA,CM,CM,T,W,C,C,2016-01-08T00:00:00Z,2016,2016-01-08T00:00:00Z,2016,I,MI,NA,NA,NA
2016790575,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,800,NO,NA,SG,SG,T,W,C,C,2016-01-09T00:00:00Z,2016,2016-01-09T00:00:00Z,2016,I,LA,NA,NA,NA
2016790594,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,250,NO,NA,ID,ID,T,C,C,C,2016-01-10T00:00:00Z,2016,2016-01-10T00:00:00Z,2016,I,LA,NA,NA,NA
2016790603,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,400,NO,NA,HK,HK,T,C,C,C,2016-01-10T00:00:00Z,2016,2016-01-10T00:00:00Z,2016,I,LA,NA,NA,NA
2016790606,RHRE,amphibian,Amphibia,Rhacophorus,reinwardtii,NA,REINWARDT'S FLYING,FROG,LIV,37,NO,NA,ID,ID,T,C,C,C,2016-01-10T00:00:00Z,2016,2016-01-10T00:00:00Z,2016,I,LA,NA,NA,NA
2016790606,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,750,NO,NA,ID,ID,T,C,C,C,2016-01-10T00:00:00Z,2016,2016-01-10T00:00:00Z,2016,I,LA,NA,NA,NA
2016790606,LICA,amphibian,Amphibia,Litoria,caerulea,NA,WHITE'S TREE,FROG,LIV,37,NO,NA,ID,ID,T,C,C,C,2016-01-10T00:00:00Z,2016,2016-01-10T00:00:00Z,2016,I,LA,NA,NA,NA
2016790612,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,40,NO,NA,SG,SG,T,C,C,C,2016-01-10T00:00:00Z,2016,2016-01-10T00:00:00Z,2016,I,LA,NA,NA,NA
2016790628,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,800,NO,NA,SG,SG,T,W,C,C,2016-01-10T00:00:00Z,2016,2016-01-10T00:00:00Z,2016,I,LA,NA,NA,NA
2016790707,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,1800,NO,NA,SG,SG,T,W,C,C,2016-01-11T00:00:00Z,2016,2016-01-10T00:00:00Z,2016,I,CH,NA,NA,NA
2016791440,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LEG,17680,KG,NA,CN,CN,T,C,C,C,2016-01-11T00:00:00Z,2016,2016-01-13T00:00:00Z,2016,I,LA,NA,NA,NA
2016791595,XELA,amphibian,Amphibia,Xenopus,laevis,NA,AFRICAN CLAWED,FROG,LIV,1250,NO,NA,HK,HK,T,C,C,C,2016-01-12T00:00:00Z,2016,2016-01-12T00:00:00Z,2016,I,AT,NA,NA,NA
2016791870,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,BOD,28,NO,NA,CN,HK,T,W,C,C,2016-01-12T00:00:00Z,2016,2016-01-07T00:00:00Z,2016,I,DF,NA,NA,NA
2016792139,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,SPE,236,KG,NA,MX,MX,T,W,C,C,2016-01-12T00:00:00Z,2016,2016-01-08T00:00:00Z,2016,I,NG,NA,NA,NA
2016792139,RAFO,amphibian,Amphibia,Rana,forreri,NA,FORRER'S GRASS,FROG,SPE,1220.5,KG,NA,MX,MX,T,W,C,C,2016-01-12T00:00:00Z,2016,2016-01-08T00:00:00Z,2016,I,NG,NA,NA,NA
2016792261,AGCL,amphibian,Amphibia,Agalychnis,callidryas,NA,RED-EYED LEAF,FROG,LIV,100,NO,NA,NI,NI,T,C,C,C,2016-01-13T00:00:00Z,2016,2016-01-12T00:00:00Z,2016,I,MI,NA,NA,NA
2016792283,KALO,amphibian,Amphibia,Kaloula,pulchra,NA,ASIATIC PAINTED,FROG,LIV,60,NO,NA,VN,VN,T,W,C,C,2016-01-13T00:00:00Z,2016,2016-01-13T00:00:00Z,2016,I,MI,NA,NA,NA
2016792283,RLEU,amphibian,Amphibia,Rhacophorus,leucomystax,NA,FLYING,FROG,LIV,120,NO,NA,VN,VN,T,W,C,C,2016-01-13T00:00:00Z,2016,2016-01-13T00:00:00Z,2016,I,MI,NA,NA,NA
2016792338,BMAR,amphibian,Amphibia,Bufo,marinus,NA,NEOTROPICAL,TOAD,LPS,4,NO,NA,AU,CA,T,W,C,C,2016-01-13T00:00:00Z,2016,2016-01-11T00:00:00Z,2016,I,LO,NA,NA,NA
2016792439,XELA,amphibian,Amphibia,Xenopus,laevis,NA,AFRICAN CLAWED,FROG,LIV,1000,NO,NA,CN,HK,T,C,C,C,2016-01-13T00:00:00Z,2016,2016-01-14T00:00:00Z,2016,I,TP,NA,NA,NA
2016792478,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LEG,18800,KG,NA,CN,CN,T,W,C,C,2016-01-13T00:00:00Z,2016,2016-01-18T00:00:00Z,2016,I,LA,NA,NA,NA
2016792527,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LEG,19051,KG,NA,CN,CN,T,C,C,C,2016-01-13T00:00:00Z,2016,2016-01-11T00:00:00Z,2016,I,AT,NA,NA,NA
2016792627,XELA,amphibian,Amphibia,Xenopus,laevis,NA,AFRICAN CLAWED,FROG,LIV,450,NO,NA,HK,HK,T,C,C,C,2016-01-13T00:00:00Z,2016,2016-01-10T00:00:00Z,2016,I,NY,NA,NA,NA
2016792790,MCRO,amphibian,Amphibia,Mantella,crocea,NA,YELLOW,MANTELLA,SPE,215,MG,NA,MG,MG,S,W,C,C,2016-01-13T00:00:00Z,2016,2016-01-13T00:00:00Z,2016,I,NY,NA,NA,NA
2016792790,MAAU,amphibian,Amphibia,Mantella,aurantiaca,NA,MALAGASY GOLDEN,MANTELLA,SPE,80,MG,NA,MG,MG,S,W,C,C,2016-01-13T00:00:00Z,2016,2016-01-13T00:00:00Z,2016,I,NY,NA,NA,NA
2016792790,MMIL,amphibian,Amphibia,Mantella,milotympanum,NA,BLACK-EARED,MANTELLA,SPE,15,NO,NA,MG,MG,S,W,C,C,2016-01-13T00:00:00Z,2016,2016-01-13T00:00:00Z,2016,I,NY,NA,NA,NA
2016792790,MMIL,amphibian,Amphibia,Mantella,milotympanum,NA,BLACK-EARED,MANTELLA,SPE,30,MG,NA,MG,MG,S,W,C,C,2016-01-13T00:00:00Z,2016,2016-01-13T00:00:00Z,2016,I,NY,NA,NA,NA
2016792790,MAAU,amphibian,Amphibia,Mantella,aurantiaca,NA,MALAGASY GOLDEN,MANTELLA,SPE,53,NO,NA,MG,MG,S,W,C,C,2016-01-13T00:00:00Z,2016,2016-01-13T00:00:00Z,2016,I,NY,NA,NA,NA
2016792790,MCRO,amphibian,Amphibia,Mantella,crocea,NA,YELLOW,MANTELLA,SPE,104,NO,NA,MG,MG,S,W,C,C,2016-01-13T00:00:00Z,2016,2016-01-13T00:00:00Z,2016,I,NY,NA,NA,NA
2016792992,XELA,amphibian,Amphibia,Xenopus,laevis,NA,AFRICAN CLAWED,FROG,LIV,300,NO,NA,CL,CL,T,C,C,C,2016-01-14T00:00:00Z,2016,2016-01-14T00:00:00Z,2016,I,DE,NA,NA,NA
2016793189,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LEG,19725,KG,NA,CN,CN,T,W,C,C,2016-01-14T00:00:00Z,2016,2016-01-18T00:00:00Z,2016,I,LA,NA,NA,NA
2016793374,HYMB,amphibian,Amphibia,Hymenochirus,boettgeri,NA,ZAIRE DWARF CLAWED,FROG,LIV,300,NO,NA,MY,SG,T,C,C,C,2016-01-14T00:00:00Z,2016,2016-01-14T00:00:00Z,2016,I,PT,NA,NA,NA
2016793644,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,9000,KG,NA,TW,TW,T,R,C,C,2016-01-15T00:00:00Z,2016,2016-01-18T00:00:00Z,2016,I,LA,NA,NA,NA
2016793686,LICA,amphibian,Amphibia,Litoria,caerulea,NA,WHITE'S TREE,FROG,LIV,500,NO,NA,ID,ID,T,W,C,C,2016-01-15T00:00:00Z,2016,2016-01-13T00:00:00Z,2016,I,MI,NA,NA,NA
2016793686,LIIN,amphibian,Amphibia,Litoria,infrafrenata,NA,AUSTRAL GIANT TREE,FROG,LIV,100,NO,NA,ID,ID,T,W,C,C,2016-01-15T00:00:00Z,2016,2016-01-13T00:00:00Z,2016,I,MI,NA,NA,NA
2016793686,RHRE,amphibian,Amphibia,Rhacophorus,reinwardtii,NA,REINWARDT'S FLYING,FROG,LIV,20,NO,NA,ID,ID,T,W,C,C,2016-01-15T00:00:00Z,2016,2016-01-13T00:00:00Z,2016,I,MI,NA,NA,NA
2016793788,HYMB,amphibian,Amphibia,Hymenochirus,boettgeri,NA,ZAIRE DWARF CLAWED,FROG,LIV,50,NO,NA,ID,ID,T,C,C,C,2016-01-15T00:00:00Z,2016,2016-01-09T00:00:00Z,2016,I,NY,NA,NA,NA
2016794241,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,150,NO,NA,SG,SG,T,W,C,C,2016-01-16T00:00:00Z,2016,2016-01-16T00:00:00Z,2016,I,LA,NA,NA,NA
2016794272,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,1350,NO,NA,ID,ID,T,C,C,C,2016-01-17T00:00:00Z,2016,2016-01-17T00:00:00Z,2016,I,LA,NA,NA,NA
2016794272,RHRE,amphibian,Amphibia,Rhacophorus,reinwardtii,NA,REINWARDT'S FLYING,FROG,LIV,20,NO,NA,ID,ID,T,C,C,C,2016-01-17T00:00:00Z,2016,2016-01-17T00:00:00Z,2016,I,LA,NA,NA,NA
2016794293,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,875,NO,NA,ID,ID,T,C,C,C,2016-01-17T00:00:00Z,2016,2016-01-17T00:00:00Z,2016,I,LA,NA,NA,NA
2016794293,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,1125,NO,NA,ID,ID,T,C,C,C,2016-01-17T00:00:00Z,2016,2016-01-17T00:00:00Z,2016,I,LA,NA,NA,NA
2016794300,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,625,NO,NA,SG,SG,T,W,C,C,2016-01-17T00:00:00Z,2016,2016-01-17T00:00:00Z,2016,I,LA,NA,NA,NA
2016794400,RAAU,amphibian,Amphibia,Rana,aurora,NA,RED-LEGGED,FROG,LPS,1,NO,NA,XX,IT,T,W,C,C,2016-01-19T00:00:00Z,2016,2016-01-16T00:00:00Z,2016,I,ME,NA,NA,NA
2016794445,XELA,amphibian,Amphibia,Xenopus,laevis,NA,AFRICAN CLAWED,FROG,LIV,2000,NO,NA,HK,HK,T,C,C,C,2016-01-19T00:00:00Z,2016,2016-01-19T00:00:00Z,2016,I,AT,NA,NA,NA
2016794479,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LEG,18114.6,KG,NA,CN,CN,T,C,C,C,2016-01-19T00:00:00Z,2016,2016-01-25T00:00:00Z,2016,I,NW,NA,NA,NA
2016794481,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LEG,18114.6,KG,NA,CN,CN,T,C,C,C,2016-01-19T00:00:00Z,2016,2016-01-25T00:00:00Z,2016,I,NW,NA,NA,NA
2016794816,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LEG,18153,KG,NA,CN,CN,T,C,C,C,2016-01-19T00:00:00Z,2016,2016-01-19T00:00:00Z,2016,I,LA,NA,NA,NA
2016794819,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LEG,15921,KG,NA,CN,CN,T,C,C,C,2016-01-19T00:00:00Z,2016,2016-01-18T00:00:00Z,2016,I,LA,NA,NA,NA
2016795011,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LEG,17680,KG,NA,CN,CN,T,C,C,C,2016-01-19T00:00:00Z,2016,2016-01-19T00:00:00Z,2016,I,LA,NA,NA,NA
2016795025,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,38400,NO,NA,TW,TW,T,C,C,C,2016-01-19T00:00:00Z,2016,2016-01-19T00:00:00Z,2016,I,LA,NA,NA,NA
2016795045,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LEG,17706,KG,NA,CN,CN,T,C,C,C,2016-01-19T00:00:00Z,2016,2016-01-20T00:00:00Z,2016,I,LA,NA,NA,NA
2016795644,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,1500,NO,NA,SG,SG,T,W,C,C,2016-01-20T00:00:00Z,2016,2016-01-17T00:00:00Z,2016,I,CH,NA,NA,NA
2016795747,XELA,amphibian,Amphibia,Xenopus,laevis,NA,AFRICAN CLAWED,FROG,LIV,775,NO,NA,HK,HK,T,C,C,C,2016-01-20T00:00:00Z,2016,2016-01-17T00:00:00Z,2016,I,NY,NA,NA,NA
2016796210,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,SPE,321,KG,NA,MX,MX,T,W,C,C,2016-01-20T00:00:00Z,2016,2016-01-18T00:00:00Z,2016,I,NG,NA,NA,NA
2016796210,RAFO,amphibian,Amphibia,Rana,forreri,NA,FORRER'S GRASS,FROG,SPE,812,KG,NA,MX,MX,T,W,C,C,2016-01-20T00:00:00Z,2016,2016-01-18T00:00:00Z,2016,I,NG,NA,NA,NA
2016796244,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,3368,NO,NA,EC,EC,T,C,C,C,2016-01-20T00:00:00Z,2016,2016-01-15T00:00:00Z,2016,I,NY,NA,NA,NA
2016796289,AFR?,amphibian,Amphibia,Afrixalus,sp.,NA,BANANA,FROG,SPE,1,NO,NA,UG,UG,S,W,C,C,2016-01-20T00:00:00Z,2016,2016-01-18T00:00:00Z,2016,I,ME,NA,NA,NA
2016796289,AFRL,amphibian,Amphibia,Afrixalus,laevis,NA,LIBERIA BANANA,FROG,SPE,1,NO,NA,UG,UG,S,W,C,C,2016-01-20T00:00:00Z,2016,2016-01-18T00:00:00Z,2016,I,ME,NA,NA,NA
2016796289,AIE*,amphibian,Amphibia,Amietia,sp.,NA,RIVER,FROG,SPE,2,NO,NA,UG,UG,S,W,C,C,2016-01-20T00:00:00Z,2016,2016-01-18T00:00:00Z,2016,I,ME,NA,NA,NA
