control_number,species_code,taxa,class,genus,species,subspecies,specific_name,generic_name,description,quantity,unit,value,country_origin,country_imp_exp,purpose,source,action,disposition,disposition_date,disposition_year,shipment_date,shipment_year,import_export,port,us_co,foreign_co,cleaning_notes
2016839258,TCRT,amphibian,Amphibia,Theloderma,corticale,NA,TONKIN BUG-EYED,FROG,LIV,5,NO,NA,FR,FR,T,C,C,C,2016-04-06T00:00:00Z,2016,2016-04-05T00:00:00Z,2016,I,MI,NA,NA,NA
2016839258,POOT,amphibian,Amphibia,Polypedates,otilophus,NA,BOGON WHIPPING,FROG,LIV,2,NO,NA,FR,FR,T,C,C,C,2016-04-06T00:00:00Z,2016,2016-04-05T00:00:00Z,2016,I,MI,NA,NA,NA
2016839258,DYGU,amphibian,Amphibia,Dyscophus,guineti,NA,SAMBAVA TOMATO,FROG,LIV,20,NO,NA,FR,FR,T,C,C,C,2016-04-06T00:00:00Z,2016,2016-04-05T00:00:00Z,2016,I,MI,NA,NA,NA
2016839258,LICA,amphibian,Amphibia,Litoria,caerulea,NA,WHITE'S TREE,FROG,LIV,140,NO,NA,FR,FR,T,C,C,C,2016-04-06T00:00:00Z,2016,2016-04-05T00:00:00Z,2016,I,MI,NA,NA,NA
2016839632,HLCP,amphibian,Amphibia,Hyla,leucophyllata,NA,BEIREIS' TREE,FROG,LIV,51,NO,NA,SR,SR,T,W,C,C,2016-04-06T00:00:00Z,2016,2016-04-06T00:00:00Z,2016,I,MI,NA,NA,NA
2016839632,PHHP,amphibian,Amphibia,Phyllomedusa,hypocondrialis,NA,ORANGE-LEGGED LEAF,FROG,LIV,200,NO,NA,SR,SR,T,W,C,C,2016-04-06T00:00:00Z,2016,2016-04-06T00:00:00Z,2016,I,MI,NA,NA,NA
2016839632,DETI,amphibian,Amphibia,Dendrobates,tinctorius,NA,DYEING,POISON-ARROW FROG,LIV,30,NO,NA,SR,SR,T,W,C,C,2016-04-06T00:00:00Z,2016,2016-04-06T00:00:00Z,2016,I,MI,NA,NA,NA
2016839632,DTRV,amphibian,Amphibia,Ameerega,trivittata,NA,THREE-STRIPED,POISON-ARROW FROG,LIV,10,NO,NA,SR,SR,T,W,C,C,2016-04-06T00:00:00Z,2016,2016-04-06T00:00:00Z,2016,I,MI,NA,NA,NA
2016840359,LIT?,amphibian,Amphibia,Litoria,sp.,NA,TREE,FROG,LIV,10,NO,NA,AU,AU,Z,C,C,C,2016-04-07T00:00:00Z,2016,2016-04-07T00:00:00Z,2016,I,LA,NA,NA,NA
2016840359,HRL?,amphibian,Amphibia,Hyperolius,sp.,NA,REED,FROG,LIV,7,NO,NA,AU,AU,Z,C,C,C,2016-04-07T00:00:00Z,2016,2016-04-07T00:00:00Z,2016,I,LA,NA,NA,NA
2016840460,BUFO,amphibian,Amphibia,Bufo,sp.,NA,NA,TOAD,LPS,200,NO,NA,PH,PH,T,W,R,S,2016-04-07T00:00:00Z,2016,2016-04-04T00:00:00Z,2016,I,HA,NA,NA,NA
2016840460,BUFO,amphibian,Amphibia,Bufo,sp.,NA,NA,TOAD,LPL,75,NO,NA,PH,PH,T,W,R,S,2016-04-07T00:00:00Z,2016,2016-04-04T00:00:00Z,2016,I,HA,NA,NA,NA
2016840565,NONA,amphibian,Amphibia,Non-CITES entry,NA,NA,NA,AMPHIBIANS,SPE,1,NO,NA,XX,AE,S,W,C,C,2016-04-07T00:00:00Z,2016,2016-04-07T00:00:00Z,2016,I,ME,NA,NA,NA
2016840643,AGCL,amphibian,Amphibia,Agalychnis,callidryas,NA,RED-EYED LEAF,FROG,LIV,400,NO,NA,NI,NI,T,C,C,C,2016-04-07T00:00:00Z,2016,2016-04-07T00:00:00Z,2016,I,MI,NA,NA,NA
2016840816,LIH?,amphibian,Amphibia,Lithobates,sp.,NA,NA,FROG,SPE,5,NO,NA,CA,CA,S,W,C,C,2016-04-07T00:00:00Z,2016,2016-04-08T00:00:00Z,2016,I,ME,NA,NA,NA
2016840839,AGCL,amphibian,Amphibia,Agalychnis,callidryas,NA,RED-EYED LEAF,FROG,LIV,300,NO,NA,NI,NI,T,C,C,C,2016-04-08T00:00:00Z,2016,2016-04-07T00:00:00Z,2016,I,MI,NA,NA,NA
2016840871,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,1200,NO,NA,SG,SG,T,W,C,C,2016-04-08T00:00:00Z,2016,2016-04-08T00:00:00Z,2016,I,CH,NA,NA,NA
2016840895,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,3672,NO,NA,EC,EC,T,C,C,C,2016-04-08T00:00:00Z,2016,2016-04-01T00:00:00Z,2016,I,NY,NA,NA,NA
2016840936,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,200,NO,NA,SG,SG,T,C,C,C,2016-04-08T00:00:00Z,2016,2016-04-08T00:00:00Z,2016,I,NY,NA,NA,NA
2016840944,PYAD,amphibian,Amphibia,Pyxicephalus,adspersus,NA,TSCHUDI'S AFRICAN,BULLFROG,LIV,220,NO,NA,MZ,MZ,T,W,C,C,2016-04-08T00:00:00Z,2016,2016-04-07T00:00:00Z,2016,I,MI,NA,NA,NA
2016840944,BRMO,amphibian,Amphibia,Breviceps,mossambiscus,NA,MZ SHORT-HEADED,FROG,LIV,149,NO,NA,MZ,MZ,T,W,C,C,2016-04-08T00:00:00Z,2016,2016-04-07T00:00:00Z,2016,I,MI,NA,NA,NA
2016841098,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,26400,NO,NA,TW,TW,T,R,C,C,2016-04-08T00:00:00Z,2016,2016-04-11T00:00:00Z,2016,I,LA,NA,NA,NA
2016841100,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,3992,NO,NA,EC,EC,T,C,C,C,2016-04-08T00:00:00Z,2016,2016-04-08T00:00:00Z,2016,I,NY,NA,NA,NA
2016841451,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LEG,16357,KG,NA,CN,CN,T,C,C,C,2016-04-08T00:00:00Z,2016,2016-04-11T00:00:00Z,2016,I,LA,NA,NA,NA
2016841513,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,700,NO,NA,SG,SG,T,W,C,C,2016-04-09T00:00:00Z,2016,2016-04-09T00:00:00Z,2016,I,LA,NA,NA,NA
2016841559,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,500,NO,NA,ID,ID,T,C,C,C,2016-04-10T00:00:00Z,2016,2016-04-10T00:00:00Z,2016,I,LA,NA,NA,NA
2016841559,OOLI,amphibian,Amphibia,Occidozyga,lima,NA,JAVA,FROG,LIV,150,NO,NA,ID,ID,T,C,C,C,2016-04-10T00:00:00Z,2016,2016-04-10T00:00:00Z,2016,I,LA,NA,NA,NA
2016841561,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,3000,NO,NA,ID,ID,T,C,C,C,2016-04-10T00:00:00Z,2016,2016-04-10T00:00:00Z,2016,I,LA,NA,NA,NA
2016841561,NYPI,amphibian,Amphibia,Nyctixalus,pictus,NA,PAINTED INDONESIAN,TREEFROG,LIV,62,NO,NA,ID,ID,T,C,C,C,2016-04-10T00:00:00Z,2016,2016-04-10T00:00:00Z,2016,I,LA,NA,NA,NA
2016841561,LICA,amphibian,Amphibia,Litoria,caerulea,NA,WHITE'S TREE,FROG,LIV,12,NO,NA,ID,ID,T,C,C,C,2016-04-10T00:00:00Z,2016,2016-04-10T00:00:00Z,2016,I,LA,NA,NA,NA
2016841578,HYMB,amphibian,Amphibia,Hymenochirus,boettgeri,NA,ZAIRE DWARF CLAWED,FROG,LIV,80,NO,NA,SG,SG,T,C,C,C,2016-04-10T00:00:00Z,2016,2016-04-10T00:00:00Z,2016,I,LA,NA,NA,NA
2016841589,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,375,NO,NA,SG,SG,T,W,C,C,2016-04-10T00:00:00Z,2016,2016-04-10T00:00:00Z,2016,I,LA,NA,NA,NA
2016841635,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,BOD,6,NO,NA,CN,HK,T,W,C,C,2016-04-11T00:00:00Z,2016,2016-04-08T00:00:00Z,2016,I,DF,NA,NA,NA
2016841750,DEHI,amphibian,Amphibia,Oophaga,histrionica,NA,RED-AND-BLACK,POISON-ARROW FROG,LIV,8,NO,NA,CO,CO,T,C,C,C,2016-04-11T00:00:00Z,2016,2016-04-06T00:00:00Z,2016,I,SF,NA,NA,NA
2016841750,DEAU,amphibian,Amphibia,Dendrobates,auratus,NA,GREEN,POISON-ARROW FROG,LIV,75,NO,NA,CO,CO,T,C,C,C,2016-04-11T00:00:00Z,2016,2016-04-06T00:00:00Z,2016,I,SF,NA,NA,NA
2016841750,PART,amphibian,Amphibia,Phyllobates,aurotaenia,NA,KOKOE,POISON FROG,LIV,12,NO,NA,CO,CO,T,C,C,C,2016-04-11T00:00:00Z,2016,2016-04-06T00:00:00Z,2016,I,SF,NA,NA,NA
2016841750,PBIC,amphibian,Amphibia,Phyllobates,bicolor,NA,TWO-TONED,POISON FROG,LIV,62,NO,NA,CO,CO,T,C,C,C,2016-04-11T00:00:00Z,2016,2016-04-06T00:00:00Z,2016,I,SF,NA,NA,NA
2016841773,RATE,amphibian,Amphibia,Rana,temporaria,NA,EUROPEAN COMMON,FROG,SPE,2,NO,NA,RU,RU,S,W,C,C,2016-04-11T00:00:00Z,2016,2016-04-10T00:00:00Z,2016,I,SF,NA,NA,NA
2016841774,RANA,amphibian,Amphibia,Rana,sp.,NA,NA,FROG,SPE,6,NO,NA,JP,RU,S,W,C,C,2016-04-11T00:00:00Z,2016,2016-04-10T00:00:00Z,2016,I,SF,NA,NA,NA
2016841774,RANA,amphibian,Amphibia,Rana,sp.,NA,NA,FROG,SPE,2,NO,NA,CN,RU,S,W,C,C,2016-04-11T00:00:00Z,2016,2016-04-10T00:00:00Z,2016,I,SF,NA,NA,NA
2016841774,RANA,amphibian,Amphibia,Rana,sp.,NA,NA,FROG,SPE,13,NO,NA,CN,RU,S,W,C,C,2016-04-11T00:00:00Z,2016,2016-04-10T00:00:00Z,2016,I,SF,NA,NA,NA
2016841859,SLFR,amphibian,Amphibia,Conraua,sp.,NA,SLIPPERY,FROG,LIV,86,NO,NA,TG,TG,T,W,C,C,2016-04-11T00:00:00Z,2016,2016-04-11T00:00:00Z,2016,I,LA,NA,NA,NA
2016841866,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LEG,17500,KG,NA,CN,CN,T,C,C,C,2016-04-11T00:00:00Z,2016,2016-04-12T00:00:00Z,2016,I,LA,NA,NA,NA
2016842094,MABA,amphibian,Amphibia,Mantella,baroni,NA,BARON'S,MANTELLA,SPE,6,NO,NA,MG,MG,S,W,C,C,2016-04-11T00:00:00Z,2016,2016-02-12T00:00:00Z,2016,I,AT,NA,NA,NA
2016842094,GEP*,amphibian,Amphibia,Gephyromantis,sp.,NA,NA,FROG,SPE,3,NO,NA,MG,MG,S,W,C,C,2016-04-11T00:00:00Z,2016,2016-02-12T00:00:00Z,2016,I,AT,NA,NA,NA
2016842094,GEP*,amphibian,Amphibia,Gephyromantis,sp.,NA,NA,FROG,SPE,4,NO,NA,MG,MG,S,W,C,C,2016-04-11T00:00:00Z,2016,2016-02-12T00:00:00Z,2016,I,AT,NA,NA,NA
2016842094,MTD?,amphibian,Amphibia,Mantidactylus,sp.,NA,MADAGASCAR,FROG,SPE,3,NO,NA,MG,MG,S,W,C,C,2016-04-11T00:00:00Z,2016,2016-02-12T00:00:00Z,2016,I,AT,NA,NA,NA
2016842094,BOO?,amphibian,Amphibia,Boophis,sp.,NA,BRIGHT-EYED,FROG,SPE,3,NO,NA,MG,MG,S,W,C,C,2016-04-11T00:00:00Z,2016,2016-02-12T00:00:00Z,2016,I,AT,NA,NA,NA
2016842347,XELA,amphibian,Amphibia,Xenopus,laevis,NA,AFRICAN CLAWED,FROG,LIV,860,NO,NA,HK,HK,T,C,C,C,2016-04-12T00:00:00Z,2016,2016-04-12T00:00:00Z,2016,I,AT,NA,NA,NA
2016842355,AGCL,amphibian,Amphibia,Agalychnis,callidryas,NA,RED-EYED LEAF,FROG,LIV,100,NO,NA,NI,NI,T,C,C,C,2016-04-12T00:00:00Z,2016,2016-04-11T00:00:00Z,2016,I,MI,NA,NA,NA
2016842372,AGCL,amphibian,Amphibia,Agalychnis,callidryas,NA,RED-EYED LEAF,FROG,LIV,50,NO,NA,NI,NI,T,C,C,C,2016-04-12T00:00:00Z,2016,2016-04-11T00:00:00Z,2016,I,MI,NA,NA,NA
2016842526,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,BOD,2200,NO,NA,MX,MX,E,W,C,C,2016-03-31T00:00:00Z,2016,2016-03-31T00:00:00Z,2016,I,BV,NA,NA,NA
2016842765,BUME,amphibian,Amphibia,Bufo,melanostictus,NA,BLACK-SPINED,TOAD,LPS,1,NO,NA,ID,FI,T,W,C,C,2016-04-12T00:00:00Z,2016,2016-04-06T00:00:00Z,2016,I,NW,NA,NA,NA
2016843020,HYHE,amphibian,Amphibia,Hyla,heilprini,NA,LOS BRACITOS TREE,FROG,LIV,27,NO,NA,HT,HT,T,W,C,C,2016-04-13T00:00:00Z,2016,2016-04-12T00:00:00Z,2016,I,MI,NA,NA,NA
2016843020,HYLV,amphibian,Amphibia,Hyla,vasta,NA,HISPANIOLA TREE,FROG,LIV,97,NO,NA,HT,HT,T,W,C,C,2016-04-13T00:00:00Z,2016,2016-04-12T00:00:00Z,2016,I,MI,NA,NA,NA
2016843025,PBFA,amphibian,Amphibia,Phrynomerus,bifasciatus,NA,BLACK WALKING,FROG,LIV,28,NO,NA,TG,TG,T,R,C,C,2016-04-13T00:00:00Z,2016,2016-04-12T00:00:00Z,2016,I,MI,NA,NA,NA
2016843027,AGCL,amphibian,Amphibia,Agalychnis,callidryas,NA,RED-EYED LEAF,FROG,LIV,200,NO,NA,NI,NI,T,C,C,C,2016-04-13T00:00:00Z,2016,2016-04-12T00:00:00Z,2016,I,MI,NA,NA,NA
2016843062,KALO,amphibian,Amphibia,Kaloula,pulchra,NA,ASIATIC PAINTED,FROG,LIV,114,NO,NA,VN,VN,T,W,C,C,2016-04-13T00:00:00Z,2016,2016-04-13T00:00:00Z,2016,I,MI,NA,NA,NA
2016843062,RLEU,amphibian,Amphibia,Rhacophorus,leucomystax,NA,FLYING,FROG,LIV,315,NO,NA,VN,VN,T,W,C,C,2016-04-13T00:00:00Z,2016,2016-04-13T00:00:00Z,2016,I,MI,NA,NA,NA
2016843062,BUME,amphibian,Amphibia,Bufo,melanostictus,NA,BLACK-SPINED,TOAD,LIV,166,NO,NA,VN,VN,T,W,C,C,2016-04-13T00:00:00Z,2016,2016-04-13T00:00:00Z,2016,I,MI,NA,NA,NA
2016843252,LICA,amphibian,Amphibia,Litoria,caerulea,NA,WHITE'S TREE,FROG,LIV,100,NO,NA,ID,ID,T,W,C,C,2016-04-13T00:00:00Z,2016,2016-04-13T00:00:00Z,2016,I,MI,NA,NA,NA
2016843352,MABA,amphibian,Amphibia,Mantella,baroni,NA,BARON'S,MANTELLA,LIV,200,NO,NA,MG,MG,T,W,C,C,2016-04-13T00:00:00Z,2016,2016-04-13T00:00:00Z,2016,I,LA,NA,NA,NA
2016843352,HEBE,amphibian,Amphibia,Heterixalus,betsileo,NA,BETSILEO REED,FROG,LIV,20,NO,NA,MG,MG,T,W,C,C,2016-04-13T00:00:00Z,2016,2016-04-13T00:00:00Z,2016,I,LA,NA,NA,NA
2016843352,HABG,amphibian,Amphibia,Heterixalus,alboguttatus,NA,WHITEBELLY REED,FROG,LIV,100,NO,NA,MG,MG,T,W,C,C,2016-04-13T00:00:00Z,2016,2016-04-13T00:00:00Z,2016,I,LA,NA,NA,NA
2016843469,NONA,amphibian,Amphibia,Non-CITES entry,NA,NA,NA,AMPHIBIANS,SPE,3,NO,NA,US,DE,S,W,C,C,2016-04-13T00:00:00Z,2016,2016-04-04T00:00:00Z,2016,I,CH,NA,NA,NA
2016843509,HYGU,amphibian,Amphibia,Hyperolius,guttulatus,NA,DOTTED REED,FROG,LIV,270,NO,NA,GH,GH,T,R,C,C,2016-04-13T00:00:00Z,2016,2016-04-13T00:00:00Z,2016,I,BA,NA,NA,NA
2016843556,HYMB,amphibian,Amphibia,Hymenochirus,boettgeri,NA,ZAIRE DWARF CLAWED,FROG,LIV,125,NO,NA,ID,ID,T,C,C,C,2016-04-13T00:00:00Z,2016,2016-04-09T00:00:00Z,2016,I,NY,NA,NA,NA
2016843606,XELA,amphibian,Amphibia,Xenopus,laevis,NA,AFRICAN CLAWED,FROG,LIV,840,NO,NA,HK,HK,T,C,C,C,2016-04-13T00:00:00Z,2016,2016-04-10T00:00:00Z,2016,I,NY,NA,NA,NA
2016843610,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,75,NO,NA,ID,ID,T,W,C,C,2016-04-13T00:00:00Z,2016,2016-04-10T00:00:00Z,2016,I,NY,NA,NA,NA
2016843782,RANA,amphibian,Amphibia,Rana,sp.,NA,NA,FROG,BOD,100,NO,NA,CN,CA,T,R,C,C,2016-04-14T00:00:00Z,2016,2016-04-13T00:00:00Z,2016,I,BN,NA,NA,NA
2016843782,RANA,amphibian,Amphibia,Rana,sp.,NA,NA,FROG,SPE,48,NO,NA,CN,CA,T,W,C,C,2016-04-14T00:00:00Z,2016,2016-04-13T00:00:00Z,2016,I,BN,NA,NA,NA
2016843782,RANA,amphibian,Amphibia,Rana,sp.,NA,NA,FROG,EGG,10,NO,NA,CN,CA,T,R,C,C,2016-04-14T00:00:00Z,2016,2016-04-13T00:00:00Z,2016,I,BN,NA,NA,NA
2016843821,MMAD,amphibian,Amphibia,Mantella,madagascariensis,NA,MADAGASCAN,MANTELLA,LIV,10,NO,NA,MG,MG,T,W,C,C,2016-04-14T00:00:00Z,2016,2016-04-13T00:00:00Z,2016,I,MI,NA,NA,NA
2016843821,MNNG,amphibian,Amphibia,Mantella,nigricans,NA,GOLDEN,MANTELLA,LIV,44,NO,NA,MG,MG,T,W,C,C,2016-04-14T00:00:00Z,2016,2016-04-13T00:00:00Z,2016,I,MI,NA,NA,NA
2016843821,MAAU,amphibian,Amphibia,Mantella,aurantiaca,NA,MALAGASY GOLDEN,MANTELLA,LIV,25,NO,NA,MG,MG,T,W,C,C,2016-04-14T00:00:00Z,2016,2016-04-13T00:00:00Z,2016,I,MI,NA,NA,NA
2016843821,MPLC,amphibian,Amphibia,Mantella,pulchra,NA,PARKER'S,MANTELLA,LIV,23,NO,NA,MG,MG,T,W,C,C,2016-04-14T00:00:00Z,2016,2016-04-13T00:00:00Z,2016,I,MI,NA,NA,NA
2016843821,BOMI,amphibian,Amphibia,Boophis,microtympanum,NA,IMERINA BRIGHT-EYE,FROG,LIV,100,NO,NA,MG,MG,T,W,C,C,2016-04-14T00:00:00Z,2016,2016-04-13T00:00:00Z,2016,I,MI,NA,NA,NA
2016843821,DYGU,amphibian,Amphibia,Dyscophus,guineti,NA,SAMBAVA TOMATO,FROG,LIV,50,NO,NA,MG,MG,T,W,C,C,2016-04-14T00:00:00Z,2016,2016-04-13T00:00:00Z,2016,I,MI,NA,NA,NA
2016843821,DYIN,amphibian,Amphibia,Dyscophus,insularis,NA,ANTSOUHY TOMATO,FROG,LIV,50,NO,NA,MG,MG,T,W,C,C,2016-04-14T00:00:00Z,2016,2016-04-13T00:00:00Z,2016,I,MI,NA,NA,NA
2016843821,MABA,amphibian,Amphibia,Mantella,baroni,NA,BARON'S,MANTELLA,LIV,100,NO,NA,MG,MG,T,W,C,C,2016-04-14T00:00:00Z,2016,2016-04-13T00:00:00Z,2016,I,MI,NA,NA,NA
2016843821,MANB,amphibian,Amphibia,Mantella,betsileo,NA,BRONZE,MANTELLA,LIV,73,NO,NA,MG,MG,T,W,C,C,2016-04-14T00:00:00Z,2016,2016-04-13T00:00:00Z,2016,I,MI,NA,NA,NA
2016843821,SMAD,amphibian,Amphibia,Scaphiophryne,madagascariensis,NA,MADAGASCAR RAIN,FROG,LIV,75,NO,NA,MG,MG,T,W,C,C,2016-04-14T00:00:00Z,2016,2016-04-13T00:00:00Z,2016,I,MI,NA,NA,NA
2016844091,XELA,amphibian,Amphibia,Xenopus,laevis,NA,AFRICAN CLAWED,FROG,LIV,360,NO,NA,HK,HK,T,W,C,C,2016-04-14T00:00:00Z,2016,2016-04-14T00:00:00Z,2016,I,CH,NA,NA,NA
2016844501,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,1200,NO,NA,SG,SG,T,W,C,C,2016-04-15T00:00:00Z,2016,2016-04-15T00:00:00Z,2016,I,CH,NA,NA,NA
2016844574,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,4464,NO,NA,EC,EC,T,C,C,C,2016-04-15T00:00:00Z,2016,2016-04-15T00:00:00Z,2016,I,NY,NA,NA,NA
2016844611,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,200,NO,NA,SG,SG,T,C,C,C,2016-04-15T00:00:00Z,2016,2016-04-15T00:00:00Z,2016,I,NY,NA,NA,NA
2016844712,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LEG,18099,KG,NA,CN,CN,T,C,C,C,2016-04-15T00:00:00Z,2016,2016-04-18T00:00:00Z,2016,I,LA,NA,NA,NA
2016844727,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LEG,34740.64,KG,NA,CN,CN,T,C,C,C,2016-04-15T00:00:00Z,2016,2016-04-18T00:00:00Z,2016,I,LA,NA,NA,NA
2016844781,HYMB,amphibian,Amphibia,Hymenochirus,boettgeri,NA,ZAIRE DWARF CLAWED,FROG,LIV,500,NO,NA,ID,ID,T,C,C,C,2016-04-15T00:00:00Z,2016,2016-04-15T00:00:00Z,2016,I,PT,NA,NA,NA
2016844838,ICHA,amphibian,Amphibia,Ichthyosaura,alpestris,NA,ALPINE,NEWT,SPE,2,NO,NA,RS,RS,S,W,C,C,2016-04-15T00:00:00Z,2016,2016-04-12T00:00:00Z,2016,I,ME,NA,NA,NA
2016844838,RANA,amphibian,Amphibia,Rana,sp.,NA,NA,FROG,SPE,1,NO,NA,RS,RS,S,W,C,C,2016-04-15T00:00:00Z,2016,2016-04-12T00:00:00Z,2016,I,ME,NA,NA,NA
2016844838,BBOM,amphibian,Amphibia,Bombina,bombina,NA,FIREBELLY,TOAD,SPE,6,NO,NA,RS,RS,S,W,C,C,2016-04-15T00:00:00Z,2016,2016-04-12T00:00:00Z,2016,I,ME,NA,NA,NA
2016844838,BUFO,amphibian,Amphibia,Bufo,sp.,NA,NA,TOAD,SPE,2,NO,NA,RS,RS,S,W,C,C,2016-04-15T00:00:00Z,2016,2016-04-12T00:00:00Z,2016,I,ME,NA,NA,NA
2016845091,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,400,NO,NA,SG,SG,T,W,C,C,2016-04-16T00:00:00Z,2016,2016-04-16T00:00:00Z,2016,I,LA,NA,NA,NA
2016845151,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,3450,NO,NA,ID,ID,T,C,C,C,2016-04-17T00:00:00Z,2016,2016-04-17T00:00:00Z,2016,I,LA,NA,NA,NA
2016845151,LICA,amphibian,Amphibia,Litoria,caerulea,NA,WHITE'S TREE,FROG,LIV,25,NO,NA,ID,ID,T,C,C,C,2016-04-17T00:00:00Z,2016,2016-04-17T00:00:00Z,2016,I,LA,NA,NA,NA
2016845152,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,500,NO,NA,ID,ID,T,C,C,C,2016-04-17T00:00:00Z,2016,2016-04-17T00:00:00Z,2016,I,LA,NA,NA,NA
2016845153,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,200,NO,NA,HK,HK,T,C,C,C,2016-04-17T00:00:00Z,2016,2016-04-16T00:00:00Z,2016,I,LA,NA,NA,NA
2016845427,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LEG,18114.6,KG,NA,CN,CN,T,C,C,C,2016-04-18T00:00:00Z,2016,2016-04-19T00:00:00Z,2016,I,LA,NA,NA,NA
2016845429,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LEG,18114.6,KG,NA,CN,CN,T,C,C,C,2016-04-18T00:00:00Z,2016,2016-04-19T00:00:00Z,2016,I,LA,NA,NA,NA
2016845431,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LEG,18114.6,KG,NA,CN,CN,T,C,C,C,2016-04-18T00:00:00Z,2016,2016-04-19T00:00:00Z,2016,I,LA,NA,NA,NA
2016845536,RAFO,amphibian,Amphibia,Rana,forreri,NA,FORRER'S GRASS,FROG,SPE,655,KG,NA,MX,MX,T,W,C,C,2016-04-18T00:00:00Z,2016,2016-04-14T00:00:00Z,2016,I,NG,NA,NA,NA
2016845536,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,SPE,938,KG,NA,MX,MX,T,W,C,C,2016-04-18T00:00:00Z,2016,2016-04-14T00:00:00Z,2016,I,NG,NA,NA,NA
2016845698,APIN,amphibian,Amphibia,Anotheca,spinosa,NA,SPINY-HEADED TREE,FROG,LIV,8,NO,NA,DE,DE,T,C,C,C,2016-04-18T00:00:00Z,2016,2016-04-18T00:00:00Z,2016,I,MI,NA,NA,NA
2016845927,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LEG,17000,KG,NA,CN,CN,T,C,C,C,2016-04-19T00:00:00Z,2016,2016-04-22T00:00:00Z,2016,I,NW,NA,NA,NA
2016845960,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LEG,17600,KG,NA,CN,CN,T,C,C,C,2016-04-19T00:00:00Z,2016,2016-04-21T00:00:00Z,2016,I,NW,NA,NA,NA
2016845961,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LEG,16500,KG,NA,CN,CN,T,C,C,C,2016-04-19T00:00:00Z,2016,2016-04-21T00:00:00Z,2016,I,NW,NA,NA,NA
2016846026,XELA,amphibian,Amphibia,Xenopus,laevis,NA,AFRICAN CLAWED,FROG,LIV,750,NO,NA,HK,HK,T,C,C,C,2016-04-19T00:00:00Z,2016,2016-04-19T00:00:00Z,2016,I,AT,NA,NA,NA
2016846066,XELA,amphibian,Amphibia,Xenopus,laevis,NA,AFRICAN CLAWED,FROG,LIV,640,NO,NA,HK,HK,T,C,C,C,2016-04-19T00:00:00Z,2016,2016-04-17T00:00:00Z,2016,I,NY,NA,NA,NA
2016846380,HYMB,amphibian,Amphibia,Hymenochirus,boettgeri,NA,ZAIRE DWARF CLAWED,FROG,LIV,125,NO,NA,ID,ID,T,C,C,C,2016-04-18T00:00:00Z,2016,2016-04-16T00:00:00Z,2016,I,NY,NA,NA,NA
2016846484,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,38400,NO,NA,TW,TW,T,C,C,C,2016-04-19T00:00:00Z,2016,2016-04-19T00:00:00Z,2016,I,LA,NA,NA,NA
