control_number,species_code,taxa,class,genus,species,subspecies,specific_name,generic_name,description,quantity,unit,value,country_origin,country_imp_exp,purpose,source,action,disposition,disposition_date,disposition_year,shipment_date,shipment_year,import_export,port,us_co,foreign_co,cleaning_notes
NA,DEIM,amphibian,Amphibia,Dendrobates,imitator,NA,MIMIC,POISON-ARROW FROG,LIV,35,NO,NA,PE,PE,T,W,C,C,1999-12-28,1999,1999-12-28,1999,I,MI,NA,NA,NA
NA,DTRV,amphibian,Amphibia,Epipedobates,trivittatus,NA,THREE-STRIPED,POISON-ARROW FROG,LIV,50,NO,NA,PE,PE,T,W,C,C,1999-12-28,1999,1999-12-28,1999,I,MI,NA,NA,NA
NA,HYLA,amphibian,Amphibia,Hyla,sp.,NA,TREE,FROG,LIV,1200,NO,NA,ID,ID,T,U,C,C,1999-02-10,1999,1999-02-09,1999,I,MI,NA,NA,NA
NA,MCH?,amphibian,Amphibia,Microhyla,sp.,NA,RICE,FROG,LIV,45,NO,NA,ID,ID,T,U,C,C,1999-02-10,1999,1999-02-09,1999,I,MI,NA,NA,NA
NA,AGCL,amphibian,Amphibia,Agalychnis,callidryas,NA,RED-EYED TREE,FROG,LIV,500,NO,NA,PA,PA,T,U,C,C,1999-05-12,1999,1999-05-12,1999,I,MI,NA,NA,NA
NA,DEAZ,amphibian,Amphibia,Dendrobates,azureus,NA,BLUE,POISON-ARROW FROG,LIV,500,NO,NA,PA,PA,T,F,C,C,1999-05-12,1999,1999-05-12,1999,I,MI,NA,NA,NA
NA,RMAC,amphibian,Amphibia,Rana,macrodon,NA,NA,BULLFROG,LPS,7,NO,NA,ID,ID,T,U,C,C,1999-11-10,1999,1999-11-10,1999,I,MI,NA,NA,NA
NA,SAL?,amphibian,Amphibia,Salamandra,sp.,NA,FIRE,SALAMANDER,LIV,212,NO,NA,CZ,CZ,T,W,C,C,1999-11-10,1999,1999-10-03,1999,I,MI,NA,NA,NA
NA,BMAR,amphibian,Amphibia,Bufo,marinus,NA,NEOTROPICAL,TOAD,LPS,1,NO,NA,NI,NI,T,W,C,C,1999-11-30,1999,1999-11-30,1999,I,MI,NA,NA,NA
NA,BMAR,amphibian,Amphibia,Bufo,marinus,NA,NEOTROPICAL,TOAD,SHO,2,NO,NA,NI,NI,T,W,C,C,1999-11-30,1999,1999-11-30,1999,I,MI,NA,NA,NA
NA,DETI,amphibian,Amphibia,Dendrobates,tinctorius,NA,DYEING,POISON-ARROW FROG,LIV,6,NO,NA,SR,SR,T,W,C,C,1999-12-18,1999,1999-12-18,1999,I,MI,NA,NA,NA
NA,PNM?,amphibian,Amphibia,Phrynomerus,sp.,NA,NA,FROG,LIV,100,NO,NA,TZ,TZ,T,U,C,C,1999-10-27,1999,1999-10-27,1999,I,MI,NA,NA,NA
NA,AGCL,amphibian,Amphibia,Agalychnis,callidryas,NA,RED-EYED TREE,FROG,LIV,115,NO,NA,NI,NI,T,W,C,C,1999-12-23,1999,1999-12-20,1999,I,MI,NA,NA,NA
NA,KALO,amphibian,Amphibia,Kaloula,pulchra,NA,ASIATIC PAINTED,FROG,LIV,250,NO,NA,VN,VN,T,W,C,C,1999-11-11,1999,1999-11-11,1999,I,MI,NA,NA,NA
NA,RNIG,amphibian,Amphibia,Rhacophorus,nigropalmatus,NA,ABAH RIVER FLYING,FROG,LIV,250,NO,NA,VN,VN,T,W,C,C,1999-11-11,1999,1999-11-11,1999,I,MI,NA,NA,NA
NA,AGCL,amphibian,Amphibia,Agalychnis,callidryas,NA,RED-EYED TREE,FROG,LIV,300,NO,NA,NI,NI,T,C,C,C,1999-11-16,1999,1999-11-16,1999,I,MI,NA,NA,NA
NA,DER?,amphibian,Amphibia,Dermophis,sp.,NA,MEXICAN,CAECILIAN,LIV,15,NO,NA,NI,NI,T,W,C,C,1999-11-16,1999,1999-11-16,1999,I,MI,NA,NA,NA
NA,PNM?,amphibian,Amphibia,Phrynomerus,sp.,NA,NA,FROG,LIV,745,NO,NA,TZ,TZ,T,W,C,C,1999-11-10,1999,1999-11-10,1999,I,MI,NA,NA,NA
NA,AFR?,amphibian,Amphibia,Afrilaxus,sp.,NA,BANANA,FROG,LIV,100,NO,NA,CM,CM,T,W,C,C,1999-11-10,1999,1999-11-10,1999,I,MI,NA,NA,NA
NA,HRL?,amphibian,Amphibia,Hyperolius,sp.,NA,REED,FROG,LIV,300,NO,NA,CM,CM,T,W,C,C,1999-11-10,1999,1999-11-10,1999,I,MI,NA,NA,NA
NA,LPL?,amphibian,Amphibia,Leptopelis,sp.,NA,FOREST TREE,FROG,LIV,100,NO,NA,CM,CM,T,W,C,C,1999-11-10,1999,1999-11-10,1999,I,MI,NA,NA,NA
NA,DEND,amphibian,Amphibia,Dendrobates,sp.,NA,NA,POISON-ARROW FROG,LIV,60,NO,NA,GY,GY,T,W,C,C,1999-11-11,1999,1999-11-11,1999,I,MI,NA,NA,NA
NA,XELA,amphibian,Amphibia,Xenopus,laevis,NA,AFRICAN CLAWED,TOAD,LIV,600,NO,NA,ZA,ZA,T,W,C,C,1999-10-26,1999,1999-10-26,1999,I,MI,NA,NA,NA
NA,AGCL,amphibian,Amphibia,Agalychnis,callidryas,NA,RED-EYED TREE,FROG,LIV,114,NO,NA,NI,NI,T,C,C,C,1999-07-22,1999,1999-07-19,1999,I,MI,NA,NA,NA
NA,DPUM,amphibian,Amphibia,Dendrobates,pumilio,NA,STRAWBERRY,POISON-ARROW FROG,LIV,93,NO,NA,NI,NI,T,R,C,C,1999-07-22,1999,1999-07-19,1999,I,MI,NA,NA,NA
NA,HRL?,amphibian,Amphibia,Hyperolius,sp.,NA,REED,FROG,LIV,200,NO,NA,TZ,TZ,T,W,C,C,1999-07-12,1999,1999-07-12,1999,I,LA,NA,NA,NA
NA,HBOU,amphibian,Amphibia,Hymenochirus,boulengeri,NA,E. DWARF CLAWED,FROG,LIV,450,NO,NA,ID,ID,T,C,C,C,1999-12-11,1999,1999-12-11,1999,I,LA,NA,NA,NA
NA,DERE,amphibian,Amphibia,Dendrobates,reticulatus,NA,RETICULATED,POISON-ARROW FROG,LIV,45,NO,NA,PE,PE,T,W,R,A,1999-09-22,1999,1999-09-22,1999,I,AT,NA,NA,NA
NA,BOG?,amphibian,Amphibia,Bolitoglossa,sp.,NA,MUSHROOMTONGUE,SALAMANDER,LIV,20,NO,NA,GT,GT,T,U,C,C,1999-07-29,1999,1999-07-29,1999,I,MI,NA,NA,NA
NA,SMBA,amphibian,Amphibia,Smilisca,baudinii,NA,COMMON MEX. TREE,FROG,LIV,53,NO,NA,GT,GT,T,U,C,C,1999-07-29,1999,1999-07-29,1999,I,MI,NA,NA,NA
NA,AGCL,amphibian,Amphibia,Agalychnis,callidryas,NA,RED-EYED TREE,FROG,LIV,14,NO,NA,GT,GT,T,U,C,C,1999-07-29,1999,1999-07-29,1999,I,MI,NA,NA,NA
NA,BOG?,amphibian,Amphibia,Bolitoglossa,sp.,NA,MUSHROOMTONGUE,SALAMANDER,LIV,76,NO,NA,GT,GT,T,W,C,C,1999-09-07,1999,1999-09-07,1999,I,MI,NA,NA,NA
NA,SMBA,amphibian,Amphibia,Smilisca,baudinii,NA,COMMON MEX. TREE,FROG,LIV,1,NO,NA,GT,GT,T,W,C,C,1999-09-07,1999,1999-09-07,1999,I,MI,NA,NA,NA
NA,HRL?,amphibian,Amphibia,Hyperolius,sp.,NA,REED,FROG,LIV,50,NO,NA,TG,TG,T,R,C,C,1999-08-03,1999,1999-08-03,1999,I,MI,NA,NA,NA
NA,KALO,amphibian,Amphibia,Kaloula,pulchra,NA,ASIATIC PAINTED,FROG,LIV,500,NO,NA,VN,VN,T,W,C,C,1999-07-08,1999,1999-07-08,1999,I,MI,NA,NA,NA
NA,PNM?,amphibian,Amphibia,Phrynomerus,sp.,NA,NA,FROG,LIV,30,NO,NA,TG,TG,T,U,C,C,1999-04-15,1999,1999-04-15,1999,I,MI,NA,NA,NA
NA,AGCL,amphibian,Amphibia,Agalychnis,callidryas,NA,RED-EYED TREE,FROG,LIV,300,NO,NA,NI,NI,T,C,C,C,1999-08-31,1999,1999-08-31,1999,I,MI,NA,NA,NA
NA,MMAD,amphibian,Amphibia,Mantella,madagascariensis,NA,MADAGASCAR GOLDEN,MANTELLA,LIV,200,NO,NA,MG,MG,T,U,C,C,1999-02-17,1999,1999-02-17,1999,I,MI,NA,NA,NA
NA,MNLA,amphibian,Amphibia,Mantella,laevigata,NA,FOLOHY GOLDEN,MANTELLA,LIV,200,NO,NA,MG,MG,T,U,C,C,1999-02-17,1999,1999-02-17,1999,I,MI,NA,NA,NA
NA,MANE,amphibian,Amphibia,Mantella,expectata,NA,TULAR GOLDEN,MANTELLA,LIV,200,NO,NA,MG,MG,T,U,C,C,1999-02-17,1999,1999-02-17,1999,I,MI,NA,NA,NA
NA,MCOW,amphibian,Amphibia,Mantella,cowani,NA,BLACK GOLDEN,MANTELLA,LIV,50,NO,NA,MG,MG,T,U,C,C,1999-02-17,1999,1999-02-17,1999,I,MI,NA,NA,NA
NA,HTX?,amphibian,Amphibia,Heterixalus,sp.,NA,MADAGASCAR REED,FROG,LIV,100,NO,NA,MG,MG,T,U,C,C,1999-02-17,1999,1999-02-17,1999,I,MI,NA,NA,NA
NA,SCGO,amphibian,Amphibia,Scaphiophryne,gottlebei,NA,RED RAIN,FROG,LIV,150,NO,NA,MG,MG,T,U,C,C,1999-02-17,1999,1999-02-17,1999,I,MI,NA,NA,NA
NA,BUME,amphibian,Amphibia,Bufo,melanostictus,NA,BLACK-SPINED,TOAD,LIV,60,NO,NA,VN,VN,T,U,C,C,1999-12-02,1999,1999-12-02,1999,I,MI,NA,NA,NA
NA,RLEU,amphibian,Amphibia,Rhacophorus,leucomystax,NA,FLYING,FROG,LIV,40,NO,NA,VN,VN,T,U,C,C,1999-12-02,1999,1999-12-02,1999,I,MI,NA,NA,NA
NA,KALO,amphibian,Amphibia,Kaloula,pulchra,NA,ASIATIC PAINTED,FROG,LIV,155,NO,NA,VN,VN,T,U,C,C,1999-05-10,1999,1999-05-10,1999,I,MI,NA,NA,NA
NA,BUME,amphibian,Amphibia,Bufo,melanostictus,NA,BLACK-SPINED,TOAD,LIV,160,NO,NA,VN,VN,T,U,C,C,1999-05-10,1999,1999-05-10,1999,I,MI,NA,NA,NA
NA,NONA,amphibian,Amphibia,Non-CITES entry,NA,NA,NA,AMPHIBIANS,LIV,115,NO,NA,TZ,TZ,T,U,C,C,1999-11-03,1999,1999-11-03,1999,I,MI,NA,NA,NA
NA,PYAD,amphibian,Amphibia,Pyxicephalus,adspersus,NA,TSCHUDI'S AFRICAN,BULLFROG,LIV,18,NO,NA,TZ,TZ,T,U,C,C,1999-11-03,1999,1999-11-03,1999,I,MI,NA,NA,NA
NA,BUFO,amphibian,Amphibia,Bufo,sp.,NA,NA,TOAD,SHO,2,NO,NA,XX,MX,T,W,R,S,1999-01-12,1999,1999-01-12,1999,I,LA,NA,NA,NA
NA,BUFO,amphibian,Amphibia,Bufo,sp.,NA,NA,TOAD,BOD,2,NO,NA,MX,MX,non-standard value,W,R,S,1999-01-17,1999,1999-01-17,1999,I,CH,NA,NA,NA
NA,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,1400,NO,NA,DO,DO,T,C,C,C,1999-01-12,1999,1999-01-09,1999,I,NW,NA,NA,NA
NA,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LEG,15785,KG,NA,CN,CN,T,W,C,C,1999-01-14,1999,1999-01-12,1999,I,NW,NA,NA,NA
NA,XELA,amphibian,Amphibia,Xenopus,laevis,NA,AFRICAN CLAWED,TOAD,LIV,500,NO,NA,NG,NG,T,W,C,C,1999-01-13,1999,1999-01-09,1999,I,NW,NA,NA,NA
NA,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LEG,18684,NO,NA,TW,TW,T,C,C,C,1999-01-19,1999,1999-01-14,1999,I,NW,NA,NA,NA
NA,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,24,NO,NA,US,TW,non-standard value,W,C,C,1999-01-22,1999,1999-01-22,1999,I,HA,NA,NA,NA
NA,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,6000,NO,NA,EC,EC,non-standard value,W,C,C,1999-01-14,1999,1999-01-12,1999,I,NY,NA,NA,NA
NA,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,1050,NO,NA,EC,EC,non-standard value,W,C,C,1999-01-20,1999,1999-01-19,1999,I,NY,NA,NA,NA
NA,ANCT,amphibian,Amphibia,NA,NA,NA,NON-CITES,AMPHIBIANS,SPE,100,NO,NA,GT,GT,non-standard value,W,C,C,1999-01-14,1999,1999-01-11,1999,I,DF,NA,NA,NA
NA,ANCT,amphibian,Amphibia,NA,NA,NA,NON-CITES,AMPHIBIANS,SPE,43,NO,NA,MX,GT,non-standard value,W,C,C,1999-01-14,1999,1999-01-11,1999,I,DF,NA,NA,NA
NA,AMBM,amphibian,Amphibia,Ambystoma,mexicanum,NA,NA,AXOLOTL,MED,3,NO,NA,MX,MX,P,W,R,S,1999-01-20,1999,1999-11-20,1999,I,EL,NA,NA,NA
NA,BUFO,amphibian,Amphibia,Bufo,sp.,NA,NA,TOAD,SKE,8,NO,NA,CN,CN,T,W,C,C,1998-01-28,1998,1999-01-20,1999,I,BA,NA,NA,NA
NA,RANA,amphibian,Amphibia,Rana,sp.,NA,NA,FROG,MEA,2722,KG,NA,TW,TW,T,W,C,C,1999-01-27,1999,1999-01-25,1999,I,LA,NA,NA,NA
NA,AFR?,amphibian,Amphibia,Afrilaxus,sp.,NA,BANANA,FROG,LIV,200,NO,NA,KE,KE,T,W,C,C,1999-01-20,1999,1999-01-20,1999,I,LA,NA,NA,NA
NA,CHM?,amphibian,Amphibia,Chiromantis,sp.,NA,FOAM-NEST TREE,FROG,LIV,20,NO,NA,KE,KE,T,W,C,C,1999-01-20,1999,1999-01-20,1999,I,LA,NA,NA,NA
NA,HRL?,amphibian,Amphibia,Hyperolius,sp.,NA,REED,FROG,LIV,700,NO,NA,KE,KE,T,W,C,C,1999-01-20,1999,1999-01-20,1999,I,LA,NA,NA,NA
NA,PHM?,amphibian,Amphibia,Phrynomantis,sp.,NA,SNAKE-NECK,FROG,LIV,30,NO,NA,KE,KE,T,W,C,C,1999-01-20,1999,1999-01-20,1999,I,LA,NA,NA,NA
NA,RANA,amphibian,Amphibia,Rana,sp.,NA,NA,FROG,MEA,1620,KG,NA,VN,VN,T,W,C,C,1999-01-27,1999,1999-01-27,1999,I,LA,NA,NA,NA
NA,CYOR,amphibian,Amphibia,Cynops,orientalis,NA,CHINESE DWARF,NEWT,LIV,1000,NO,NA,CN,CN,T,W,C,C,1999-01-08,1999,1999-01-08,1999,I,LA,NA,NA,NA
NA,HYLA,amphibian,Amphibia,Hyla,sp.,NA,TREE,FROG,LIV,900,NO,NA,CN,CN,T,W,C,C,1999-01-08,1999,1999-01-08,1999,I,LA,NA,NA,NA
NA,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,5000,NO,NA,DO,DO,T,C,C,C,1999-01-25,1999,1999-01-21,1999,I,NW,NA,NA,NA
NA,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,MEA,1928,KG,NA,VN,VN,T,W,C,C,1999-01-14,1999,1999-01-13,1999,I,LA,NA,NA,NA
NA,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,1500,KG,NA,CN,CN,T,W,C,C,1999-01-20,1999,1999-01-20,1999,I,SF,NA,NA,NA
NA,CYOR,amphibian,Amphibia,Cynops,orientalis,NA,CHINESE DWARF,NEWT,LIV,3000,NO,NA,CN,CN,T,W,C,C,1999-01-22,1999,1999-01-22,1999,I,LA,NA,NA,NA
NA,NEW?,amphibian,Amphibia,Pachytriton,sp.,NA,CHINESE,NEWT,LIV,1600,NO,NA,CN,CN,T,W,C,C,1999-01-22,1999,1999-01-22,1999,I,LA,NA,NA,NA
NA,BUME,amphibian,Amphibia,Bufo,melanostictus,NA,BLACK-SPINED,TOAD,LIV,51,NO,NA,VN,VN,T,W,C,C,1999-01-29,1999,1999-01-24,1999,I,LA,NA,NA,NA
NA,KALO,amphibian,Amphibia,Kaloula,pulchra,NA,ASIATIC PAINTED,FROG,LIV,352,NO,NA,VN,VN,T,W,C,C,1999-01-29,1999,1999-01-24,1999,I,LA,NA,NA,NA
NA,RANA,amphibian,Amphibia,Rana,sp.,NA,NA,FROG,LIV,50,NO,NA,VN,VN,T,W,C,C,1999-01-29,1999,1999-01-24,1999,I,LA,NA,NA,NA
NA,RLEU,amphibian,Amphibia,Rhacophorus,leucomystax,NA,FLYING,FROG,LIV,70,NO,NA,VN,VN,T,W,C,C,1999-01-29,1999,1999-01-24,1999,I,LA,NA,NA,NA
NA,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,1600,NO,NA,EC,EC,T,C,C,C,1999-02-01,1999,1999-01-23,1999,I,NW,NA,NA,NA
NA,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,MEA,20385,KG,NA,CN,CN,T,W,C,C,1999-01-26,1999,1999-01-25,1999,I,LA,NA,NA,NA
NA,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,5000,NO,NA,DO,DO,T,C,C,C,1999-02-01,1999,1999-01-24,1999,I,NW,NA,NA,NA
NA,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,1568,NO,NA,CN,CN,T,W,C,C,1999-01-13,1999,1999-01-13,1999,I,SF,NA,NA,NA
NA,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,5000,NO,NA,DO,DO,T,W,C,C,1999-02-01,1999,1999-01-18,1999,I,NW,NA,NA,NA
NA,AGCL,amphibian,Amphibia,Agalychnis,callidryas,NA,RED-EYED TREE,FROG,LIV,75,NO,NA,NI,NI,T,W,C,C,1999-01-26,1999,1999-01-26,1999,I,LA,NA,NA,NA
NA,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,2000,NO,NA,HK,HK,T,C,C,C,1999-01-24,1999,1999-01-24,1999,I,LA,NA,NA,NA
NA,NONA,amphibian,Amphibia,Non-CITES entry,NA,NA,NA,AMPHIBIANS,LIV,250,NO,NA,HK,HK,T,C,C,C,1999-01-24,1999,1999-01-24,1999,I,LA,NA,NA,NA
NA,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,MEA,19160,NO,NA,TW,TW,T,C,C,C,1999-01-15,1999,1999-01-18,1999,I,LA,NA,NA,NA
NA,TRIT,amphibian,Amphibia,Triturus,sp.,NA,NA,NEWT,LIV,75,NO,NA,VS,HK,T,W,C,C,1999-01-24,1999,1999-01-24,1999,I,LA,NA,NA,NA
NA,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,2050,NO,NA,SG,SG,T,W,C,C,1999-01-10,1999,1999-01-10,1999,I,LA,NA,NA,NA
NA,CYPY,amphibian,Amphibia,Cynops,pyrrhogaster,NA,JAPANESE FIREBELLY,NEWT,LIV,900,NO,NA,CN,CN,T,W,C,C,1999-01-18,1999,1999-01-18,1999,I,LA,NA,NA,NA
NA,BUFO,amphibian,Amphibia,Bufo,sp.,NA,NA,TOAD,LIV,100,NO,NA,VN,VN,B,W,C,C,1999-01-18,1999,1999-01-18,1999,I,LA,NA,NA,NA
NA,RNIG,amphibian,Amphibia,Rhacophorus,nigropalmatus,NA,ABAH RIVER FLYING,FROG,LIV,100,NO,NA,VN,VN,B,W,C,C,1999-01-18,1999,1999-01-18,1999,I,LA,NA,NA,NA
NA,XEN?,amphibian,Amphibia,Xenopus,sp.,NA,CLAWED,TOAD,LIV,500,NO,NA,NG,NG,T,W,C,C,1999-02-01,1999,1999-01-16,1999,I,NW,NA,NA,NA
NA,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,3500,NO,NA,TW,CA,T,C,C,C,1999-01-12,1999,1999-01-12,1999,I,LA,NA,NA,NA
NA,TRIT,amphibian,Amphibia,Triturus,sp.,NA,NA,NEWT,LIV,50,NO,NA,HK,HK,T,W,C,C,1999-01-10,1999,1999-01-10,1999,I,LA,NA,NA,NA
NA,RNIG,amphibian,Amphibia,Rhacophorus,nigropalmatus,NA,ABAH RIVER FLYING,FROG,LIV,200,NO,NA,VN,VN,T,W,C,C,1999-01-25,1999,1999-01-25,1999,I,LA,NA,NA,NA
NA,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,3920,NO,NA,HK,HK,T,W,C,C,1999-01-10,1999,1999-01-10,1999,I,LA,NA,NA,NA
NA,CYOR,amphibian,Amphibia,Cynops,orientalis,NA,CHINESE DWARF,NEWT,LIV,225,NO,NA,HK,HK,T,W,C,C,1999-01-10,1999,1999-01-10,1999,I,LA,NA,NA,NA
NA,HYMB,amphibian,Amphibia,Hymenochirus,boettgeri,NA,ZAIRE DWARF CLAWED,FROG,LIV,500,NO,NA,HK,HK,T,W,C,C,1999-01-17,1999,1999-01-17,1999,I,LA,NA,NA,NA
NA,CVCV,amphibian,Amphibia,Caudiverbera,caudiverbera,NA,HELMETED WATER,TOAD,LIV,200,NO,NA,CL,CL,T,W,C,C,1999-01-19,1999,1999-01-19,1999,I,LA,NA,NA,NA
NA,BUFO,amphibian,Amphibia,Bufo,sp.,NA,NA,TOAD,LIV,200,NO,NA,CL,CL,T,W,C,C,1999-01-19,1999,1999-01-19,1999,I,LA,NA,NA,NA
NA,HRL?,amphibian,Amphibia,Hyperolius,sp.,NA,REED,FROG,LIV,40,NO,NA,CM,CM,NA,W,C,C,1999-01-16,1999,1999-01-16,1999,I,LA,NA,NA,NA
NA,AFR?,amphibian,Amphibia,Afrilaxus,sp.,NA,BANANA,FROG,LIV,7,NO,NA,CM,CM,NA,W,C,C,1999-01-16,1999,1999-01-16,1999,I,LA,NA,NA,NA
NA,LPL?,amphibian,Amphibia,Leptopelis,sp.,NA,FOREST TREE,FROG,LIV,187,NO,NA,CM,CM,NA,W,C,C,1999-01-16,1999,1999-01-16,1999,I,LA,NA,NA,NA
NA,TRRO,amphibian,Amphibia,Trichobatrachus,robustus,NA,HAIRY,FROG,LIV,10,NO,NA,CM,CM,NA,W,C,C,1999-01-16,1999,1999-01-16,1999,I,LA,NA,NA,NA
NA,NONA,amphibian,Amphibia,Non-CITES entry,NA,NA,NA,AMPHIBIANS,LIV,2000,NO,NA,HK,HK,T,C,C,C,1999-01-13,1999,1999-01-13,1999,I,AT,NA,NA,NA
NA,KALO,amphibian,Amphibia,Kaloula,pulchra,NA,ASIATIC PAINTED,FROG,LIV,282,NO,NA,VN,VN,T,W,C,C,1999-01-10,1999,1999-01-10,1999,I,LA,NA,NA,NA
NA,BUME,amphibian,Amphibia,Bufo,melanostictus,NA,BLACK-SPINED,TOAD,LIV,60,NO,NA,VN,VN,T,W,C,C,1999-01-10,1999,1999-01-10,1999,I,LA,NA,NA,NA
NA,RLEU,amphibian,Amphibia,Rhacophorus,leucomystax,NA,FLYING,FROG,LIV,159,NO,NA,VN,VN,T,W,C,C,1999-01-10,1999,1999-01-10,1999,I,LA,NA,NA,NA
NA,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,1750,NO,NA,HK,HK,T,W,C,C,1999-01-10,1999,1999-01-10,1999,I,LA,NA,NA,NA
NA,TRIT,amphibian,Amphibia,Triturus,sp.,NA,NA,NEWT,LIV,175,NO,NA,HK,HK,T,W,C,C,1999-01-10,1999,1999-01-10,1999,I,LA,NA,NA,NA
NA,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,200,NO,NA,HK,HK,T,C,C,C,1999-01-10,1999,1999-01-10,1999,I,LA,NA,NA,NA
NA,TRIT,amphibian,Amphibia,Triturus,sp.,NA,NA,NEWT,LIV,100,NO,NA,HK,HK,T,W,C,C,1999-01-10,1999,1999-01-10,1999,I,LA,NA,NA,NA
NA,CYOR,amphibian,Amphibia,Cynops,orientalis,NA,CHINESE DWARF,NEWT,LIV,5700,NO,NA,CN,CN,T,W,C,C,1999-01-10,1999,1999-01-10,1999,I,LA,NA,NA,NA
NA,TYVE,amphibian,Amphibia,Tylototriton,verrucosus,NA,CROCODILE,NEWT,LIV,300,NO,NA,CN,CN,T,W,C,C,1999-01-10,1999,1999-01-10,1999,I,LA,NA,NA,NA
NA,TRIT,amphibian,Amphibia,Triturus,sp.,NA,NA,NEWT,LIV,4420,NO,NA,JP,JP,T,C,C,C,1999-01-10,1999,1999-01-10,1999,I,LA,NA,NA,NA
NA,OOE?,amphibian,Amphibia,Ooedozyga,sp.,NA,PADDY,FROG,LIV,40,NO,NA,ID,ID,T,W,C,C,1999-01-10,1999,1999-01-10,1999,I,LA,NA,NA,NA
NA,BUFO,amphibian,Amphibia,Bufo,sp.,NA,NA,TOAD,LIV,20,NO,NA,ID,ID,T,W,C,C,1999-01-10,1999,1999-01-10,1999,I,LA,NA,NA,NA
NA,LICA,amphibian,Amphibia,Litoria,caerulea,NA,WHITE'S TREE,FROG,LIV,870,NO,NA,ID,ID,T,W,C,C,1999-01-10,1999,1999-01-10,1999,I,LA,NA,NA,NA
NA,OOE?,amphibian,Amphibia,Ooedozyga,sp.,NA,PADDY,FROG,LIV,600,NO,NA,ID,ID,T,W,C,C,1999-01-10,1999,1999-01-10,1999,I,LA,NA,NA,NA
NA,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,133331,NO,NA,HK,HK,T,C,C,C,1999-01-17,1999,1999-01-17,1999,I,LA,NA,NA,NA
NA,TRIT,amphibian,Amphibia,Triturus,sp.,NA,NA,NEWT,LIV,133331,NO,NA,HK,HK,T,C,C,C,1999-01-17,1999,1999-01-17,1999,I,LA,NA,NA,NA
NA,RLEU,amphibian,Amphibia,Rhacophorus,leucomystax,NA,FLYING,FROG,LIV,100,NO,NA,VN,VN,T,W,C,C,1999-01-11,1999,1999-01-11,1999,I,LA,NA,NA,NA
NA,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,1900,NO,NA,SG,SG,T,W,C,C,1999-01-09,1999,1999-01-09,1999,I,LA,NA,NA,NA
NA,HYM?,amphibian,Amphibia,Hymenochirus,sp.,NA,DWARF CLAWED,FROG,LIV,1600,NO,NA,HK,HK,T,W,C,C,1999-01-21,1999,1999-01-21,1999,I,SF,NA,NA,NA
NA,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,10000,KG,NA,TW,TW,T,W,C,C,1999-02-01,1999,1999-02-01,1999,I,SF,NA,NA,NA
NA,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,1564,KG,NA,CN,CN,T,W,C,C,1999-02-03,1999,1999-02-03,1999,I,SF,NA,NA,NA
NA,HYM?,amphibian,Amphibia,Hymenochirus,sp.,NA,DWARF CLAWED,FROG,LIV,150,NO,NA,VS,MX,T,C,C,C,1999-01-11,1999,1999-01-11,1999,I,SF,NA,NA,NA
NA,ANCT,amphibian,Amphibia,NA,NA,NA,NON-CITES,AMPHIBIANS,LIV,600,NO,NA,HK,HK,T,C,C,C,1999-01-25,1999,1999-01-25,1999,I,SF,NA,NA,NA
